date,time,pid,log_level,component,event_type,block_id,source_ip,destination_ip,block_size,raw_message,datetime
2008-11-09,20:35:27,156,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.65.203,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.65.203,2008-11-09 20:35:27
2008-11-09,20:35:27,156,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.250.17.177,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.250.17.177,2008-11-09 20:35:27
2008-11-09,20:35:27,157,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.66.63,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.66.63,2008-11-09 20:35:27
2008-11-09,20:35:27,157,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.201.204,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.201.204,2008-11-09 20:35:27
2008-11-09,20:35:27,158,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.126.5,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.126.5,2008-11-09 20:35:27
2008-11-09,20:35:27,158,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.126.83,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.126.83,2008-11-09 20:35:27
2008-11-09,20:35:27,159,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.126.255,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.126.255,2008-11-09 20:35:27
2008-11-09,20:35:27,160,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.125.237,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.125.237,2008-11-09 20:35:27
2008-11-09,20:35:27,161,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.203.246,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.203.246,2008-11-09 20:35:27
2008-11-09,20:35:27,162,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.111.209,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.111.209,2008-11-09 20:35:27
2008-11-09,20:35:27,163,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.203.166,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.203.166,2008-11-09 20:35:27
2008-11-09,20:35:27,164,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.31.160,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.31.160,2008-11-09 20:35:27
2008-11-09,20:35:27,19,INFO,dfs.DataNode,START_TRANSFER,blk_-1608999687919862906,10.251.107.19,10.251.31.5,0.0,"10.251.107.19:50010 Starting thread to transfer block blk_-1608999687919862906 to 10.251.31.5:50010, 10.251.71.240:50010",2008-11-09 20:35:27
2008-11-09,20:35:27,19,INFO,dfs.FSNamesystem,REPLICATE_BLOCK,blk_-1608999687919862906,10.251.107.19,10.251.31.5,0.0,BLOCK* ask 10.251.107.19:50010 to replicate blk_-1608999687919862906 to datanode(s) 10.251.31.5:50010 10.251.71.240:50010,2008-11-09 20:35:27
2008-11-09,20:35:28,145,INFO,dfs.DataNode$DataXceiver,RECEIVED_BLOCK,blk_-1608999687919862906,10.251.31.5,10.251.31.5,91178.0,Received block blk_-1608999687919862906 src: /10.251.31.5:53020 dest: /10.251.31.5:50010 of size 91178,2008-11-09 20:35:28
2008-11-09,20:35:28,148,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.74.79,10.251.127.243,0.0,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.127.243,2008-11-09 20:35:28
2008-11-09,20:35:28,149,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.31.5,10.251.30.6,0.0,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.30.6,2008-11-09 20:35:28
2008-11-09,20:35:28,149,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.74.79,10.250.19.16,0.0,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.250.19.16,2008-11-09 20:35:28
2008-11-09,20:35:28,150,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.31.5,10.251.214.225,0.0,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.214.225,2008-11-09 20:35:28
2008-11-09,20:35:28,150,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.74.79,10.251.74.192,0.0,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.74.192,2008-11-09 20:35:28
2008-11-09,20:35:28,151,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.74.79,10.250.17.177,0.0,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.250.17.177,2008-11-09 20:35:28
2008-11-09,20:35:28,152,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.31.5,10.251.71.16,0.0,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.71.16,2008-11-09 20:35:28
2008-11-09,20:35:28,152,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.74.79,10.251.31.242,0.0,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.31.242,2008-11-09 20:35:28
2008-11-09,20:35:28,153,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.250.10.6,10.250.17.225,0.0,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.250.17.225,2008-11-09 20:35:28
2008-11-09,20:35:28,153,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.250.14.224,10.251.30.85,0.0,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.30.85,2008-11-09 20:35:28
2008-11-09,20:35:28,153,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.111.209,10.251.66.63,0.0,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.66.63,2008-11-09 20:35:28
2008-11-09,20:35:28,153,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.74.79,10.251.66.3,0.0,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.66.3,2008-11-09 20:35:28
2008-11-09,20:35:28,154,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.250.10.6,10.251.126.227,0.0,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.126.227,2008-11-09 20:35:28
2008-11-09,20:35:28,154,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.39.179,10.251.42.16,0.0,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.42.16,2008-11-09 20:35:28
2008-11-09,20:35:28,155,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.215.16,10.251.126.5,0.0,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.251.126.5,2008-11-09 20:35:28
2008-11-09,20:35:28,155,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.39.179,10.251.126.227,0.0,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.126.227,2008-11-09 20:35:28
2008-11-09,20:35:28,155,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.74.79,10.251.43.115,0.0,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.43.115,2008-11-09 20:35:28
2008-11-09,20:35:28,156,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.39.179,10.251.31.242,0.0,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.31.242,2008-11-09 20:35:28
2008-11-09,20:35:28,158,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.39.179,10.251.42.84,0.0,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.42.84,2008-11-09 20:35:28
2008-11-09,20:35:28,159,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.30.101,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.30.101,2008-11-09 20:35:28
2008-11-09,20:35:28,159,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.39.179,10.251.43.115,0.0,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.43.115,2008-11-09 20:35:28
2008-11-09,20:35:28,160,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.31.85,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.31.85,2008-11-09 20:35:28
2008-11-09,20:35:28,161,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.30.6,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.30.6,2008-11-09 20:35:28
2008-11-09,20:35:28,162,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.214.225,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.214.225,2008-11-09 20:35:28
2008-11-09,20:35:28,163,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.66.3,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.66.3,2008-11-09 20:35:28
2008-11-09,20:35:28,164,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.125.174,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.125.174,2008-11-09 20:35:28
2008-11-09,20:35:28,165,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.71.16,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.71.16,2008-11-09 20:35:28
2008-11-09,20:35:28,165,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.202.181,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.202.181,2008-11-09 20:35:28
2008-11-09,20:35:28,166,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.31.180,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.31.180,2008-11-09 20:35:28
2008-11-09,20:35:28,166,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.67.113,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.67.113,2008-11-09 20:35:28
2008-11-09,20:35:28,167,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.215.192,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.215.192,2008-11-09 20:35:28
2008-11-09,20:35:28,167,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.43.210,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.43.210,2008-11-09 20:35:28
2008-11-09,20:35:28,168,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.66.192,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.66.192,2008-11-09 20:35:28
2008-11-09,20:35:28,168,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.215.70,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.215.70,2008-11-09 20:35:28
2008-11-09,20:35:28,169,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.67.211,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.67.211,2008-11-09 20:35:28
2008-11-09,20:35:28,170,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.66.102,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.66.102,2008-11-09 20:35:28
2008-11-09,20:35:28,171,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.43.147,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.43.147,2008-11-09 20:35:28
2008-11-09,20:35:28,33,INFO,dfs.FSNamesystem,STORE_BLOCK,blk_-1608999687919862906,10.251.31.5,UNKNOWN,91178.0,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.5:50010 is added to blk_-1608999687919862906 size 91178,2008-11-09 20:35:28
2008-11-09,20:35:28,33,INFO,dfs.FSNamesystem,STORE_BLOCK,blk_-1608999687919862906,10.251.71.240,UNKNOWN,91178.0,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.240:50010 is added to blk_-1608999687919862906 size 91178,2008-11-09 20:35:28
2008-11-09,20:35:29,148,INFO,dfs.DataNode$DataXceiver,RECEIVE_BLOCK,blk_7854771516489510256,10.251.215.16,10.251.215.16,0.0,Receiving block blk_7854771516489510256 src: /10.251.215.16:53860 dest: /10.251.215.16:50010,2008-11-09 20:35:29
2008-11-09,20:35:29,153,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.31.5,10.251.31.180,0.0,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.31.180,2008-11-09 20:35:29
2008-11-09,20:35:29,154,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.250.14.224,10.251.67.113,0.0,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.67.113,2008-11-09 20:35:29
2008-11-09,20:35:29,154,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.111.209,10.251.215.192,0.0,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.215.192,2008-11-09 20:35:29
2008-11-09,20:35:29,154,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.31.5,10.251.31.160,0.0,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.31.160,2008-11-09 20:35:29
2008-11-09,20:35:29,155,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.250.10.6,10.251.67.225,0.0,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.67.225,2008-11-09 20:35:29
2008-11-09,20:35:29,155,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.250.14.224,10.251.42.9,0.0,10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.42.9,2008-11-09 20:35:29
2008-11-09,20:35:29,155,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.111.209,10.251.66.192,0.0,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.66.192,2008-11-09 20:35:29
2008-11-09,20:35:29,155,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.31.5,10.251.43.147,0.0,10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.43.147,2008-11-09 20:35:29
2008-11-09,20:35:29,156,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.111.209,10.251.65.237,0.0,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.65.237,2008-11-09 20:35:29
2008-11-09,20:35:29,156,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.74.79,10.251.199.225,0.0,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.199.225,2008-11-09 20:35:29
2008-11-09,20:35:29,157,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.250.10.6,10.251.214.18,0.0,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.214.18,2008-11-09 20:35:29
2008-11-09,20:35:29,157,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.111.209,10.251.201.204,0.0,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.201.204,2008-11-09 20:35:29
2008-11-09,20:35:29,157,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.215.16,10.251.75.49,0.0,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.251.75.49,2008-11-09 20:35:29
2008-11-09,20:35:29,157,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.74.79,10.251.203.246,0.0,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.203.246,2008-11-09 20:35:29
2008-11-09,20:35:29,158,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.250.10.6,10.251.67.211,0.0,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.67.211,2008-11-09 20:35:29
2008-11-09,20:35:29,158,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.111.209,10.251.75.163,0.0,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.75.163,2008-11-09 20:35:29
2008-11-09,20:35:29,158,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.74.79,10.251.74.227,0.0,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.74.227,2008-11-09 20:35:29
2008-11-09,20:35:29,158,INFO,dfs.DataNode$DataXceiver,RECEIVE_BLOCK,blk_7854771516489510256,10.251.215.16,10.251.215.16,0.0,Receiving block blk_7854771516489510256 src: /10.251.215.16:50963 dest: /10.251.215.16:50010,2008-11-09 20:35:29
2008-11-09,20:35:29,159,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.250.10.6,10.251.194.245,0.0,10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.194.245,2008-11-09 20:35:29
2008-11-09,20:35:29,159,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.111.209,10.251.203.166,0.0,10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.251.203.166,2008-11-09 20:35:29
2008-11-09,20:35:29,159,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.215.16,10.251.73.220,0.0,10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.251.73.220,2008-11-09 20:35:29
2008-11-09,20:35:29,159,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-1608999687919862906,10.251.74.79,10.251.195.33,0.0,10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.195.33,2008-11-09 20:35:29
2008-11-09,20:35:29,160,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.39.179,10.251.67.225,0.0,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.67.225,2008-11-09 20:35:29
2008-11-09,20:35:29,161,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.39.179,10.251.42.246,0.0,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.42.246,2008-11-09 20:35:29
2008-11-09,20:35:29,162,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.39.179,10.251.75.228,0.0,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.75.228,2008-11-09 20:35:29
2008-11-09,20:35:29,163,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.39.179,10.251.195.33,0.0,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.195.33,2008-11-09 20:35:29
2008-11-09,20:35:29,164,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.39.179,10.251.194.245,0.0,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.194.245,2008-11-09 20:35:29
2008-11-09,20:35:29,165,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.39.179,10.251.42.207,0.0,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.42.207,2008-11-09 20:35:29
2008-11-09,20:35:29,166,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.39.179,10.251.111.130,0.0,10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.111.130,2008-11-09 20:35:29
2008-11-09,20:35:29,169,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.65.237,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.65.237,2008-11-09 20:35:29
2008-11-09,20:35:29,170,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.42.9,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.42.9,2008-11-09 20:35:29
2008-11-09,20:35:29,171,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.74.227,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.74.227,2008-11-09 20:35:29
2008-11-09,20:35:29,172,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.75.49,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.75.49,2008-11-09 20:35:29
2008-11-09,20:35:29,172,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.67.4,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.67.4,2008-11-09 20:35:29
2008-11-09,20:35:29,173,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.214.18,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.214.18,2008-11-09 20:35:29
2008-11-09,20:35:29,174,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.42.191,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.42.191,2008-11-09 20:35:29
2008-11-09,20:35:29,175,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.75.163,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.75.163,2008-11-09 20:35:29
2008-11-09,20:35:29,175,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.75.143,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.75.143,2008-11-09 20:35:29
2008-11-09,20:35:29,176,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.73.220,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.73.220,2008-11-09 20:35:29
2008-11-09,20:35:29,176,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.251.197.226,10.251.214.32,0.0,10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.214.32,2008-11-09 20:35:29
2008-11-09,20:35:29,177,INFO,dfs.DataNode$DataXceiver,SERVE_BLOCK,blk_-3544583377289625738,10.250.11.100,10.251.214.130,0.0,10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.214.130,2008-11-09 20:35:29
2008-11-09,20:35:29,29,INFO,dfs.FSNamesystem,ALLOCATE_BLOCK,blk_7854771516489510256,UNKNOWN,UNKNOWN,0.0,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000079_0/part-00079. blk_7854771516489510256,2008-11-09 20:35:29
2008-11-09,20:35:30,145,INFO,dfs.DataNode$DataXceiver,RECEIVE_BLOCK,blk_1717858812220360316,10.251.127.191,10.251.127.191,0.0,Receiving block blk_1717858812220360316 src: /10.251.127.191:43606 dest: /10.251.127.191:50010,2008-11-09 20:35:30
2008-11-09,20:35:30,145,INFO,dfs.DataNode$DataXceiver,RECEIVE_BLOCK,blk_1717858812220360316,10.251.127.191,10.251.127.191,0.0,Receiving block blk_1717858812220360316 src: /10.251.127.191:48369 dest: /10.251.127.191:50010,2008-11-09 20:35:30
2008-11-09,20:35:30,145,INFO,dfs.DataNode$DataXceiver,RECEIVE_BLOCK,blk_-2519617320378473615,10.251.126.5,10.251.126.5,0.0,Receiving block blk_-2519617320378473615 src: /10.251.126.5:60763 dest: /10.251.126.5:50010,2008-11-09 20:35:30
2008-11-09,20:35:30,145,INFO,dfs.DataNode$DataXceiver,RECEIVE_BLOCK,blk_7063315473424667801,10.251.126.227,10.251.126.227,0.0,Receiving block blk_7063315473424667801 src: /10.251.126.227:44933 dest: /10.251.126.227:50010,2008-11-09 20:35:30
2008-11-09,20:35:30,145,INFO,dfs.DataNode$DataXceiver,RECEIVE_BLOCK,blk_7854771516489510256,10.251.74.227,10.251.74.227,0.0,Receiving block blk_7854771516489510256 src: /10.251.74.227:42741 dest: /10.251.74.227:50010,2008-11-09 20:35:30
2008-11-09,20:35:30,145,INFO,dfs.DataNode$DataXceiver,RECEIVE_BLOCK,blk_8586544123689943463,10.251.125.193,10.251.125.193,0.0,Receiving block blk_8586544123689943463 src: /10.251.125.193:54958 dest: /10.251.125.193:50010,2008-11-09 20:35:30
2008-11-09,20:35:30,146,INFO,dfs.DataNode$DataXceiver,RECEIVE_BLOCK,blk_2765344736980045501,10.251.203.149,10.251.203.149,0.0,Receiving block blk_2765344736980045501 src: /10.251.203.149:53906 dest: /10.251.203.149:50010,2008-11-09 20:35:30
2008-11-09,20:35:30,146,INFO,dfs.DataNode$DataXceiver,RECEIVE_BLOCK,blk_-2900490557492272760,10.251.30.134,10.251.30.134,0.0,Receiving block blk_-2900490557492272760 src: /10.251.30.134:51890 dest: /10.251.30.134:50010,2008-11-09 20:35:30
2008-11-09,20:35:30,146,INFO,dfs.DataNode$DataXceiver,RECEIVE_BLOCK,blk_-50273257731426871,10.251.31.5,10.251.31.5,0.0,Receiving block blk_-50273257731426871 src: /10.251.31.5:35934 dest: /10.251.31.5:50010,2008-11-09 20:35:30
2008-11-09,20:35:30,147,INFO,dfs.DataNode$DataXceiver,RECEIVE_BLOCK,blk_2765344736980045501,10.251.203.149,10.251.203.149,0.0,Receiving block blk_2765344736980045501 src: /10.251.203.149:48184 dest: /10.251.203.149:50010,2008-11-09 20:35:30
